record_kind,stable_identity_key,governed_product_key,governed_ledger_id,product_title,product_title_state,woo_product_title,variant_title,pack_quantity,weight,unit,weight_basis,woo_weight_kg,price,compare_at_price,gst_inclusive_state,inventory_policy,quantity_snapshot,quantity_snapshot_state,availability_state,sku,sku_state,imagery_state,copy_state,target_publication_state,source_product_id,source_record_id,export_date,export_date_state,source_file_sha256,shopify_product_id,shopify_live_title,shopify_live_status,shopify_live_inventory_state,shopify_live_variant_count,product_disposition,disposition_fact
variant,WOO-P5811-V5884,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Cobalt Blue, M",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5884,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5885,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Cobalt Blue, L",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5885,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5886,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Cobalt Blue, XL",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5886,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5807-V5887,,,Mens Classic Organic Tee,Woo source title; outside governed launch set,Mens Classic Organic Tee,"Butter, S",1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5807,5887,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5807-V5888,,,Mens Classic Organic Tee,Woo source title; outside governed launch set,Mens Classic Organic Tee,"Butter, M",1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5807,5888,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5807-V5889,,,Mens Classic Organic Tee,Woo source title; outside governed launch set,Mens Classic Organic Tee,"Butter, L",1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5807,5889,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5807-V5890,,,Mens Classic Organic Tee,Woo source title; outside governed launch set,Mens Classic Organic Tee,"Butter, XL",1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5807,5890,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5807-V5891,,,Mens Classic Organic Tee,Woo source title; outside governed launch set,Mens Classic Organic Tee,"Cobalt Blue, S",1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5807,5891,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5807-V5892,,,Mens Classic Organic Tee,Woo source title; outside governed launch set,Mens Classic Organic Tee,"Cobalt Blue, M",1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5807,5892,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5807-V5893,,,Mens Classic Organic Tee,Woo source title; outside governed launch set,Mens Classic Organic Tee,"Cobalt Blue, L",1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5807,5893,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5807-V5894,,,Mens Classic Organic Tee,Woo source title; outside governed launch set,Mens Classic Organic Tee,"Cobalt Blue, XL",1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5807,5894,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,MM24-N18-P5927-V5927,MM24-N18,N18,Carob Powder,confirmed by later email heading,Premium Organic Carob Powder Roasted (300g),(simple product; no Woo option),1,300,g,Woo Name-declared net weight; Woo Weight (kg) is blank,,14.95,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,GAP — no authoritative product description,published,5927,5927,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,CREATE,Governed N18 has no live Shopify product; CREATE. Woo source mapping exists.
variant,MM24-B01-P6012-V6013,MM24-B01,B01,GAP — exact title absent; required qualifier: Pure,GAP — Carli title required,Organic Vegan Pure Carob & Cacao Butter Carob Bar (90g),1 BAR,1,90,g,task-verified Bars 90g ladder; Woo Name agrees,,12.95,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,6012,6013,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708816240837,Pure Carob & Cacao Butter Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708816240837 matches governed B01; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B01-P6012-V6014,MM24-B01,B01,GAP — exact title absent; required qualifier: Pure,GAP — Carli title required,Organic Vegan Pure Carob & Cacao Butter Carob Bar (90g),2 BARS,2,90,g,task-verified Bars 90g ladder; Woo Name agrees,,25.25,25.9,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,6012,6014,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708816240837,Pure Carob & Cacao Butter Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708816240837 matches governed B01; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B01-P6012-V6015,MM24-B01,B01,GAP — exact title absent; required qualifier: Pure,GAP — Carli title required,Organic Vegan Pure Carob & Cacao Butter Carob Bar (90g),5 BARS,5,90,g,task-verified Bars 90g ladder; Woo Name agrees,,61.51,64.75,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,6012,6015,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708816240837,Pure Carob & Cacao Butter Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708816240837 matches governed B01; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N12-P6035-V6035,MM24-N12,N12,Eclipse Bites Bundles,confirmed by later email,Eclipse Bite Bundle (5 x 50g Treats),(simple product; no Woo option),5,50,g,Woo Name: 5 x 50g Treats; per-item weight,,24.99,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; Nate 20 Aug ruling resolves five-vs-seven: Salted Caramel Fudge is the fifth Eclipse Bite; N13/N14 are surplus,published,6035,6035,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,CREATE,Governed N12 has no live Shopify product; CREATE. Woo source mapping exists.
variant,MM24-B02-P5451-V6216,MM24-B02,B02,GAP — exact title absent; required qualifier: Peppermint,GAP — Carli title required,Organic Vegan Peppermint Buckwheat Crisp Carob Bar (90g),10 BARS,10,90,g,task-verified Bars 90g ladder; Woo Name agrees,,116.55,129.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5451,6216,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708824105157,Peppermint Buckwheat Crisp Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708824105157 matches governed B02; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B03-P5436-V6217,MM24-B03,B03,GAP — exact title absent; required qualifier: Hazelnut (not Roasted Hazelnut),GAP — Carli title required; direct qualifier ruling applied,Organic Vegan Hazelnut Carob Bar (90g),10 BARS,10,90,g,task-verified Bars 90g ladder; Woo Name agrees,,116.55,129.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5436,6217,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708825317573,Roasted Dark Hazelnut Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708825317573 matches governed B03; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B01-P6012-V6218,MM24-B01,B01,GAP — exact title absent; required qualifier: Pure,GAP — Carli title required,Organic Vegan Pure Carob & Cacao Butter Carob Bar (90g),10 BARS,10,90,g,task-verified Bars 90g ladder; Woo Name agrees,,116.55,129.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,6012,6218,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708816240837,Pure Carob & Cacao Butter Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708816240837 matches governed B01; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B05-P5145-V6219,MM24-B05,B05,GAP — exact title absent; required qualifier: Cayenne,GAP — Carli title required,Organic Vegan Cayenne Chilli & Celtic Salt Carob Bar (90g),10 BARS,10,90,g,task-verified Bars 90g ladder; Woo Name agrees,,116.55,129.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5145,6219,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708821156037,Cayenne Chilli & Celtic Salt Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708821156037 matches governed B05; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B06-P5133-V6220,MM24-B06,B06,GAP — exact title absent; required qualifier: Almond,GAP — Carli title required,Organic Vegan Almond & Celtic Salt Carob Bar (90g),10 BARS,10,90,g,task-verified Bars 90g ladder; Woo Name agrees,,116.55,129.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5133,6220,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708822499525,Salted Almond Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708822499525 matches governed B06; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B04-P2416-V6222,MM24-B04,B04,GAP — exact title absent; required identity: Coconut and Goji,GAP — Carli title required,Organic Vegan Coconut Flakes & Goji Berries Carob Bar (90g),10 BARS,10,90,g,task-verified Bars 90g ladder; Woo Name agrees,,116.55,129.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,2416,6222,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708819681477,Goji & Coconut Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708819681477 matches governed B04; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N17-P2432-V6223,MM24-N17,N17,Bananas,confirmed by later email heading; Carli confirmation still flagged,Natural Vegan Carob Coated Bananas (20g),20 BANANAS,20,20,g,task-verified Carob Bananas 20g ladder; Woo Name agrees,,50.99,59.99,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,Carli later title/description wins,published,2432,6223,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708834623685,Carob Bananas,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708834623685 matches governed N17; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N04-P2395-V6224,MM24-N04,N04,Goji and Coconut Moon,confirmed — Carli/Canva,Organic Vegan Coconut Flakes & Goji Berries Carob Crescent Moon (12g),20 MOONS,20,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,44.99,49.99,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed,published,2395,6224,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708830003397,Coconut & Goji Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708830003397 matches governed N04; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N06-P5540-V6225,MM24-N06,N06,Almond Moon,confirmed — Canva,Organic Vegan Almond Chunks & Rock Salt Carob Crescent Moon (12g),20 MOONS,20,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,44.99,49.99,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed,published,5540,6225,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708830888133,Almond Celtic Salt Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708830888133 matches governed N06; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N03-P5550-V6226,MM24-N03,N03,Roasted Hazelnut Moon,confirmed — direct 20 Aug qualifier ruling; do not normalise to bar,Organic Vegan Roasted Hazelnut Carob Crescent Moon (12g),20 MOONS,20,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,44.99,49.99,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed; CAT title divergence flagged,published,5550,6226,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708832198853,Roasted Hazelnut Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708832198853 matches governed N03; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N02-P5556-V6227,MM24-N02,N02,Peppermint Moon,confirmed — Canva,Organic Vegan Peppermint Buckwheat Crisp Carob Crescent Moon (12g),20 MOONS,20,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,44.99,49.99,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed,published,5556,6227,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708832821445,Peppermint Buckwheat Crisp Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708832821445 matches governed N02; UPDATE required (0 in stock for 3 variants; Woo mapping present).
product_gap,MM24-N01-PRODUCT-GAP,MM24-N01,N01,BLOCKED-ON-CLIENT — Pure Carob Moon,BLOCKED-ON-CLIENT — approved title missing,,GAP — no Woo product or variant record,,,,BLOCKED-ON-CLIENT — price per rung; pack ladder; weight; approved title; do not borrow Woo 90g Pure Carob bar data,,,,GAP — no Woo mapping; do not borrow the bar tax state,,,GAP — no Woo product or stock record,GAP — no Woo product or stock record,,GAP — no SKU; ask Carli before any scheme,approved,description confirmed; Woo commerce record absent,blocked — ruled CREATE; client data required,,,,GAP — no matching source record; source file has no export-date column,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,CREATE,"Nate 20 Aug ruling: N01 remains governed as CREATE with no Woo mapping; missing price per rung, pack ladder, weight and approved title."
product_gap,MM24-N05-PRODUCT-GAP,MM24-N05,N05,BLOCKED-ON-CLIENT — Cayenne Moon,BLOCKED-ON-CLIENT — approved title missing,,GAP — no Woo product or variant record,,,,BLOCKED-ON-CLIENT — price per rung; pack ladder; weight; approved title; do not borrow Woo 90g Cayenne bar data,,,,GAP — no Woo mapping; do not borrow the bar tax state,,,GAP — no Woo product or stock record,GAP — no Woo product or stock record,,GAP — no SKU; ask Carli before any scheme,unapproved,"identity, title and description absent",blocked — ruled CREATE; client data required,,,,GAP — no matching source record; source file has no export-date column,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,CREATE,"Nate 20 Aug ruling: N05 remains governed as CREATE with no Woo mapping; missing price per rung, pack ladder, weight and approved title."
product_gap,MM24-N13-PRODUCT-GAP,MM24-N13,N13,SURPLUS — unnamed Goji Bites candidate,RULED — surplus after fifth-Bite decision,,GAP — no Woo product or variant record,,,,not mapped — surplus candidate,,,,not mapped — surplus candidate,,,GAP — no Woo product or stock record,GAP — no Woo product or stock record,,GAP — no SKU; ask Carli before any scheme,unapproved,"identity, title, description, option and collection absent",excluded from launch — surplus ledger candidate,,,,GAP — no matching source record; source file has no export-date column,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: five Eclipse Bites are confirmed; N13 is surplus and is not a pending product.
product_gap,MM24-N14-PRODUCT-GAP,MM24-N14,N14,SURPLUS — unnamed Coconut Bites candidate,RULED — surplus after fifth-Bite decision,,GAP — no Woo product or variant record,,,,not mapped — surplus candidate,,,,not mapped — surplus candidate,,,GAP — no Woo product or stock record,GAP — no Woo product or stock record,,GAP — no SKU; ask Carli before any scheme,unapproved,"identity, title, description, option and collection absent",excluded from launch — surplus ledger candidate,,,,GAP — no matching source record; source file has no export-date column,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: five Eclipse Bites are confirmed; N14 is surplus and is not a pending product.
live_product,SHOPIFY-P8708828922053,,,Pure Carob & Cacao Butter Moons,live Shopify title; Nate ruling forbids mapping,,(live product; variant detail not required for archive disposition),,,,,,,,not mapped — archive candidate,,,0 in stock for 3 variants,not mapped — archive candidate,,not read — archive candidate; no SKU invented,not assessed — archive candidate,not assessed — archive candidate,archived,,,,,,8708828922053,Pure Carob & Cacao Butter Moons,Active,0 in stock for 3 variants,3,ARCHIVE,Nate 20 Aug ruling: live product 8708828922053 is not an approved mapping for the separately governed blocked CREATE moon.
live_product,SHOPIFY-P8708831609029,,,Cayenne Chilli Celtic Salt Moons,live Shopify title; Nate ruling forbids mapping,,(live product; variant detail not required for archive disposition),,,,,,,,not mapped — archive candidate,,,0 in stock for 3 variants,not mapped — archive candidate,,not read — archive candidate; no SKU invented,not assessed — archive candidate,not assessed — archive candidate,archived,,,,,,8708831609029,Cayenne Chilli Celtic Salt Moons,Active,0 in stock for 3 variants,3,ARCHIVE,Nate 20 Aug ruling: live product 8708831609029 is not an approved mapping for the separately governed blocked CREATE moon.
live_product,SHOPIFY-P8708840227013,,,Digital Gift Card,live Shopify title; outside governed launch set,,(live product; variant detail not required for archive disposition),,,,,,,,not mapped — archive candidate,,,Inventory not tracked,not mapped — archive candidate,,not read — archive candidate; no SKU invented,not assessed — archive candidate,not assessed — archive candidate,archived,,,,,,8708840227013,Digital Gift Card,Draft,Inventory not tracked,not read — product is outside governed set,ARCHIVE,Live Shopify product 8708840227013 (Gift Set) is absent from the governed 24-product launch ledger.
live_product,SHOPIFY-P8708839669957,,,Gift Box — Premium,live Shopify title; outside governed launch set,,(live product; variant detail not required for archive disposition),,,,,,,,not mapped — archive candidate,,,0 in stock,not mapped — archive candidate,,not read — archive candidate; no SKU invented,not assessed — archive candidate,not assessed — archive candidate,archived,,,,,,8708839669957,Gift Box — Premium,Draft,0 in stock,not read — product is outside governed set,ARCHIVE,Live Shopify product 8708839669957 (Gift Set) is absent from the governed 24-product launch ledger.
live_product,SHOPIFY-P8708839309509,,,Gift Box — Classic,live Shopify title; outside governed launch set,,(live product; variant detail not required for archive disposition),,,,,,,,not mapped — archive candidate,,,0 in stock,not mapped — archive candidate,,not read — archive candidate; no SKU invented,not assessed — archive candidate,not assessed — archive candidate,archived,,,,,,8708839309509,Gift Box — Classic,Draft,0 in stock,not read — product is outside governed set,ARCHIVE,Live Shopify product 8708839309509 (Gift Set) is absent from the governed 24-product launch ledger.
live_product,SHOPIFY-P8708838064325,,,Mixed Moons 6-Pack,live Shopify title; outside governed launch set,,(live product; variant detail not required for archive disposition),,,,,,,,not mapped — archive candidate,,,0 in stock,not mapped — archive candidate,,not read — archive candidate; no SKU invented,not assessed — archive candidate,not assessed — archive candidate,archived,,,,,,8708838064325,Mixed Moons 6-Pack,Draft,0 in stock,not read — product is outside governed set,ARCHIVE,Live Shopify product 8708838064325 (Bundle) is absent from the governed 24-product launch ledger.
live_product,SHOPIFY-P8708837638341,,,Mixed Bars 6-Pack,live Shopify title; outside governed launch set,,(live product; variant detail not required for archive disposition),,,,,,,,not mapped — archive candidate,,,0 in stock,not mapped — archive candidate,,not read — archive candidate; no SKU invented,not assessed — archive candidate,not assessed — archive candidate,archived,,,,,,8708837638341,Mixed Bars 6-Pack,Draft,0 in stock,not read — product is outside governed set,ARCHIVE,Live Shopify product 8708837638341 (Bundle) is absent from the governed 24-product launch ledger.
live_product,SHOPIFY-P8708837146821,,,The Full Range,live Shopify title; outside governed launch set,,(live product; variant detail not required for archive disposition),,,,,,,,not mapped — archive candidate,,,0 in stock,not mapped — archive candidate,,not read — archive candidate; no SKU invented,not assessed — archive candidate,not assessed — archive candidate,archived,,,,,,8708837146821,The Full Range,Draft,0 in stock,not read — product is outside governed set,ARCHIVE,Live Shopify product 8708837146821 (Bundle) is absent from the governed 24-product launch ledger.
